"country","date","year","type","actor1","actor2","region","location","lat","lng","source","source_scale","notes","incident_fatalities","region_fatalities","freq"
"Libya","2018-06-02",2018,"Remote violence","Military Forces of Libya (2014-) Haftar Faction","Civilians (Libya)","Northern Africa","Darna",32.767,22.6367,"Derna Khat al-Ahmar (Telegram messaging application in Arabic)","Other-Local","On June 2, three civilians were killed and four others wounded by mortar shellings by LNA militiamen that struck residential areas in Sahel al-Sharqi and the Shikha neighborhood.",3,1953,556
"Libya","2018-05-06",2018,"Remote violence","Unidentified Armed Group (Libya)","Civilians (Libya)","Northern Africa","Sabha",27.0377,14.4283,"Alwasat; Libya Observer","Other-Local","On May 6, three civilians including a girl were killed when a mortar shell struck their home in the Hajar area of Sebha.",3,1953,556
"Libya","2018-03-29",2018,"Battle-No change of territory","Islamic State (Libya)","Military Forces of Libya (2014-) Haftar Faction","Northern Africa","Ajdabiya",30.7555,20.2263,"Menastream; Agence France Presse","Other-International","On March 29, an Islamic State suicide bomber detonated an SVBIED against an LNA-manned checkpoint at the eastern entrance of Ajdabiya, at least 8 people including militiamen and civilians were killed and 10 others wounded in the explosion.",9,1953,556
"Libya","2018-02-09",2018,"Remote violence","Unidentified Armed Group (Libya)","Civilians (Libya)","Northern Africa","Mintaqat al Majuri",32.0968,20.0949,"Xinhua; Reuters; Libya Herald; Agence France Presse; ANSAmed; Associated Press","National","A twin blast targeted a mosque in the Majuri area of Benghazi, killing two civilians and wounding at least 75, no group has claimed responsibility for the detonation, although it is believed to related to internal fighting between different factions of the LNA camp.",2,1953,556
"Libya","2018-06-14",2018,"Battle-Non-state actor overtakes territory","Militia (Ibrahim Jadran)","Military Forces of Libya (2014-) Haftar Faction","Northern Africa","As Sidrah",30.65,18.3667,"ANSAmed; Arnaud Delalande","Other-Regional","On June 14, militiamen led by Ibrahim Jadhran attacked the oil basin in central Libya and took control of the oil port of Sidra following clashes with LNA. At least six LNA militiamen were killed and others wounded amidst the fighting.",6,1953,556
"Libya","2018-05-22",2018,"Battle-No change of territory","Islamic State (Libya)","Police Forces of Libya (2016-)","Northern Africa","Awjilah",29.1081,21.2869,"Agence France Presse; Alwasat; Amaq; Nashir (Telegram messaging application in Arabic)","Other-International","On May 22, a group of Islamic State militants attacked a checkpoint north of Awjila, the militants burned several buildings at the checkpoint and reportedly burned a parked vehicle, a policeman was also abducted amidst the attack, his fate remains unknown, although the Islamic State claimed that its militants killed all personnel at the checkpoint.",10,1953,556
"Libya","2018-04-22",2018,"Battle-No change of territory","Military Forces of Libya (2014-) Haftar Faction","Police Forces of Libya (2016-) Criminal Investigations Department","Northern Africa","Hayy Finisiya",32.0528,20.0657,"Xinhua; Alwasat; Libya Observer","Subnational-International","On April 22, militiamen of LNAs Zawiyah martyrs brigade clashed with policemen from the Criminal investigations department in the Venice area of Benghazi, a police officer and a civilian of Egyptian nationality were killed in the clashes.",2,1953,556
"Libya","2018-06-06",2018,"Remote violence","Military Forces of the United States","Islamic State (Libya)","Northern Africa","Wadi Lebigla",31.4324,13.8578,"Menastream; United States Africa Command; Libya Herald","Other-Subnational","On June 6, a U.S. air strike struck a vehicle carrying Islamic State militants in the area of Wadi Lebigla, south of Bani Walid, four militants were killed in the strike.",4,1953,556
"Libya","2018-05-07",2018,"Battle-No change of territory","Military Forces of Libya (2014-) Haftar Faction","Shura Council of Darnah Mujahidin","Northern Africa","Al-Fatayah",32.6904,22.6727,"Alwasat; Libya Observer","Other-Local","On May 7, the LNA overtook the Fattaih area south of Derna from the Shura Council of Darnah Mujahidin, LNA later withdrew and MSCD regained their positions, one MSCD and five LNA militiamen were killed in the fighting. MSCD also seized a military vehicle of type Hummer H1.",6,1953,556
"Libya","2018-05-26",2018,"Violence against civilians","Military Forces of Libya (2014-) Haftar Faction","Civilians (Libya)","Northern Africa","Darna",32.767,22.6367,"Alwasat; Ala3hed (Telegram messaging application in Arabic)","Other-National","On May 26, a child was killed by shrapnel from a shell and another civilian gunshot wounded in eastern Derna and in the area of Fattaih respectively.",1,1953,556
"Libya","2018-06-12",2018,"Battle-No change of territory","Military Forces of Libya (2014-) Haftar Faction","DPF: Derna Protection Force","Northern Africa","Darna",32.767,22.6367,"Alwasat; Twitter","Other-National","On June 12, LNA militiamen executed two unarmed DPF militiamen.",2,1953,556
"Libya","2018-04-21",2018,"Battle-No change of territory","Tabu Ethnic Militia (Libya)","Awlad Suleiman Ethnic Militia (Libya)","Northern Africa","Sabha",27.0377,14.4283,"Libya Herald","Subnational","On April 21, continued clashes in Sebha between Tebu and Awlad Suleiman militiamen, resulting in one dead and two wounded.",1,1953,556
"Libya","2018-01-25",2018,"Violence against civilians","Shura Council of Darnah Mujahidin","Civilians (Libya)","Northern Africa","Darna",32.767,22.6367,"Al Wasat","National","The Shura Council of Darna Mujahedeen kidnapped 3 young Libyans and executed them some days later. Motives are unknown.",3,1953,556
"Libya","2018-04-24",2018,"Battle-No change of territory","Tabu Ethnic Militia (Libya)","6th Infantry Brigade","Northern Africa","Sabha",27.0377,14.4283,"Alwasat","National","On April 24, Tebu militiamen (described as Chadian mercenaries) attacked the 6th infantry brigades headquarters killing three Awlad Suleiman militiamen, a civilian was also killed in the crossfire amidst clashes in Sebha.",4,1953,556
"Libya","2018-01-01",2018,"Battle-No change of territory","BRSC: Shura Council of Benghazi Revolutionaries","Military Forces of Libya (2014-) Haftar Faction - Saiqa Forces","Northern Africa","Al Qawarishah",32.0333,20.0667,"Al Wasat","National","A militant in hiding from the BRSC blew himself up in al-Qarawishah, Benghazi, after being discovered by LNA forces.",1,1953,556
"Libya","2018-06-01",2018,"Remote violence","DPF: Derna Protection Force","Civilians (Libya)","Northern Africa","Jawf az Zahr al Ahmar",32.0625,23.0934,"Alwasat","Subnational","On June 1, three civilians including a father and his two sons were killed by the detonation of an IED in the area of Dhahr al-Ahmar, the IED was most likely planted by DPF militiamen.",3,1953,556
"Libya","2018-03-09",2018,"Remote violence","Unidentified Armed Group (Burkina Faso)","Civilians (Libya)","Northern Africa","Bani Walid",31.7566,13.9942,"Alwasat","National","On March 9, a young man was killed by the explosion of a mortar in a valley near Bani Walid.",1,1953,556
"Libya","2018-02-24",2018,"Battle-No change of territory","Military Forces of Libya (2014-) Haftar Faction","Unidentified Armed Group (Libya)","Northern Africa","Umm el Araneb",26.1339,14.7372,"Xinhua","International","Clashes erupted between members of the Murzuq Operations Room and unknown gunmen at a checkpoint in the area of Umm el Araneb, two members of the security forces and one gunman were killed in the clashes while three other gunmen were arrested.",3,1953,556
"Libya","2018-02-25",2018,"Remote violence","Military Forces of Libya (2014-) Haftar Faction - Saiqa Forces","Unidentified Armed Group (Libya)","Northern Africa","Buatni",32.0984,20.1767,"Alwasat","National","Two Saiqa militiamen were killed by the explosion of a tank shell inside their camp in Buatni.",2,1953,556
"Libya","2018-04-18",2018,"Remote violence","Unidentified Armed Group (Libya)","Civilians (International)","Northern Africa","Sidi Khalifah",32.2571,20.1977,"Libya Observer; Libya Herald; Alwasat","Subnational-National","On April 18, LNA chief of staff Abdelrazik Nathori survived an assassination attempt by the explosion of a car bomb in Sidi Khalifa, Benghazi, a Syrian national was killed and two Libyan civilians were wounded in the blast.",1,1953,556
"Libya","2018-02-04",2018,"Remote violence","Unidentified Armed Group (Libya)","Civilians (Sudan)","Northern Africa","Sabha",27.0377,14.4283,"Libya Observer; Fezzan Libya Org; Xinhua","National","A Sudanese familiy of five was killed after a mortar shell struck their home in Sebha, the incident was widely reported including media and Sebha residents, although denied by a security official.",5,1953,556
"Libya","2018-05-16",2018,"Battle-No change of territory","DPF: Derna Protection Force","Military Forces of Libya (2014-) Haftar Faction","Northern Africa","Jawf az Zahr al Ahmar",32.0625,23.0934,"Ala3hed (Telegram messaging application in Arabic); Libya Observer","Other-Local","On May 16, DPF militiamen attacked LNA positions in Dhahr al-Ahmar, destroying and seizing a number of vehicles, DPF also repelled an advance attempt on the outskirts of Derna, killing 13 LNA militiamen and wounding 20 others.",13,1953,556
"Libya","2018-05-17",2018,"Battle-No change of territory","Unidentified Armed Group (Libya)","Police Forces of Libya (2016-)","Northern Africa","Zintan",31.9223,12.252,"Alwasat","National","On May 17, unknown gunmen shot dead a security official in the town of Zintan.",1,1953,556
"Libya","2018-02-18",2018,"Violence against civilians","Unidentified Armed Group (Libya)","Civilians (Libya)","Northern Africa","Al Hawary",32.0648,20.1493,"Alwasat","National","Citizens found the body of a man killed by gunshot to the head by unknown in the Hawari area of Benghazi.",1,1953,556
"Libya","2018-05-17",2018,"Battle-Government regains territory","Military Forces of Libya (2014-) Haftar Faction","DPF: Derna Protection Force","Northern Africa","Darna",32.767,22.6367,"Alwasat","National","On May 17, Five LNA and nine DPF militiamen were killed amidst clashes on the outskirts of Derna, while the LNA took control of several locations. LNA deployments were reported the day before.",14,1953,556
"Libya","2018-06-11",2018,"Battle-No change of territory","Military Forces of Libya (2014-) Haftar Faction","DPF: Derna Protection Force","Northern Africa","Darna",32.767,22.6367,"Twitter","Other","On June 11, On June 11, a DPF militant denotated himself without causing casualties while another DPF suicide bomber killed two LNA militiamen and wounded three others in the Shiha neighborhood. The corpse of a tribal elder of the Boaisha clan was found.",5,1953,556
"Libya","2018-07-07",2018,"Violence against civilians","Islamic State (Libya)","Military Forces of Libya (2014-) Haftar Faction","Northern Africa","Tazirbu",25.71,21.1306,"Libya Observer","Subnational","On July 7, presumed Islamic State militants attacked the water station of the Great Manmade River in the area of Tazirbu, killing a security guard and a worker, and also abducted three other security guards.",2,1953,556
"Libya","2018-02-04",2018,"Violence against civilians","Unidentified Armed Group (Libya)","Civilians (Libya)","Northern Africa","Sabha",27.0377,14.4283,"Fezzan Libya Org; Local source (Twitter)","Subnational","Two women were shot dead by a sniper of unknown party while passing by the Faris Brigade in Sebha.",2,1953,556
"Libya","2018-05-08",2018,"Violence against civilians","Islamic State (Libya)","Civilians (Libya)","Northern Africa","Wadi Umm al Qindil",30.9274,17.7463,"Alwasat","Subnational","On May 8, an Islamic State militant aboard an explosives-laden vehicle opened fire on a shepherd and his sons south of Umm al-Qandil, killing one of the sons of he shepherd.",1,1953,556
"Libya","2018-01-31",2018,"Battle-No change of territory","Military Forces of Libya (2014-) Haftar Faction","Islamic State (Libya)","Northern Africa","Brak",27.5496,14.2714,"Xinhua News, Libya Herald","National","Libya's army in Brak Al-Shati killed at least three Islamic State (IS) militants. One soldier was killed by the militants.",4,1953,556
"Libya","2018-01-24",2018,"Violence against civilians","Military Forces of Libya (2014-) Haftar Faction - Saiqa Forces","Civilians (Libya)","Northern Africa","As Salmani al Gharbi",32.1134,20.091,"BBC Monitoring","National","On a new video, ICC suspect Werfalli from the Saiqa forces, can be seen executing ten prisoners with the crowd cheering over the coldblooded executions.",10,1953,556
"Libya","2018-06-09",2018,"Battle-Government regains territory","Military Forces of Libya (2014-) Haftar Faction","DPF: Derna Protection Force","Northern Africa","Darna",32.767,22.6367,"Twitter","Other","On June 9, LNA claimed to have taken control of the western and eastern sides of the Shiha neighborhood while clshes continued in the al-Maghar area. Twelve LNA militiamen including a commander were killed and 23 others wounded, LNA recovered vehicles previously seized from them by the DPF. A SVBIED was detonated by the DPF without causing any casualties in LNA ranks. DPF also acknowledged the death of three of its members its including top sharia official Omar Rifai Surur.",15,1953,556
"Libya","2018-05-15",2018,"Battle-Government regains territory","Military Forces of Libya (2014-) Haftar Faction","DPF: Derna Protection Force","Northern Africa","Darna",32.767,22.6367,"Libya, Herald; Libya Observer; Alwasat; Ala3hed (Telegram messaging application in Arabic)","Other-Subnational","On May 15, clashes continued between LNA and DPF militiamen on the outskirts of Derna, LNA took full control of Dhahr al-Ahmar and al-Hila and also seized several locations in the area of Martuba, seven DPF fighters were killed and seven wounded, and eight LNA militiamen were killed and twenty wounded, six civilians were killed in the crossfire and fourteen others were wounded, the fighting involved armed clashes, trading of artillery and mortar shellings as well as airstrikes carried out by the LNA air force and Emirati drones, DPF militiamen detonated two IEDs against LNA military vehicles.",21,1953,556
"Libya","2018-01-19",2018,"Remote violence","Military Forces of Libya (2014-) Haftar Faction","JEM: Justice and Equality Movement","Northern Africa","Rabyanah",24.6552,20.4189,"Anadolu Agency","International","The LNA started an operation named ""Rage of Desert"" in the Kufra region to fight militants from the Justice and Equality Movement. During the operation near Rabiana, LNA warplanes dropped bombs on militants and killed some of them. Patrols were deployed to some areas.",10,1953,556
"Libya","2018-05-17",2018,"Remote violence","DPF: Derna Protection Force","Military Forces of Libya (2014-) Haftar Faction","Northern Africa","Darna",32.767,22.6367,"Ala3hed (Telegram messaging application in Arabic)","Other-Local","On May 17, DPF militiamen detonated a landmine killing two LNA militiamen at the western entrance of Derna. LNA deployments were reported the day before.",2,1953,556
"Libya","2018-06-03",2018,"Battle-No change of territory","DPF: Derna Protection Force","Military Forces of Libya (2014-) Haftar Faction","Northern Africa","Jawf az Zahr al Ahmar",32.0625,23.0934,"Derna Khat al-Ahmar (Telegram messaging application in Arabic)","Other-Local","On June 3, DPF militiamen ambushed LNA forces in Dhahr al-Ahmar, resulting in an unknown number of killed and wounded. Unknown fatalities coded as 10.",10,1953,556
"Libya","2018-01-06",2018,"Battle-No change of territory","Garabulli Communal Militia (Libya)","Al-Kanni Brigade","Northern Africa","QaSr al Qarahbull",32.745,13.7148,"Libya Herald","National","Unidentified gunmen from Garabulli kidnapped two Kani members from Tarhouna and killed one.",1,1953,556
"Libya","2018-02-23",2018,"Remote violence","Unidentified Armed Group (Libya)","Civilians (Libya)","Northern Africa","Funduq",32.1015,20.0587,"Alwasat","National","Two civilians were wounded by the explosion of a landmine in the Balad area of Benghazi, one of the victims later succumbed to his wounds",1,1953,556
"Libya","2018-07-14",2018,"Battle-No change of territory","DPF: Derna Protection Force","Military Forces of Libya (2014-) Haftar Faction","Northern Africa","Darna",32.767,22.6367,"Alwasat","Subnational","Around July 14, it was reported that heavy clashes had taken place between DPF and LNA militiamen in central Derna, two LNA militiamen were killed in the clashes.",2,1953,556
"Libya","2018-03-31",2018,"Battle-No change of territory","Tabu Ethnic Militia (Libya)","Awlad Suleiman Ethnic Militia (Libya)","Northern Africa","Sabha",27.0377,14.4283,"Libya Observer","Subnational","On March 31, Tabu and Awlad Suleiman militiamen clashed in Sebha, leaving one dead and another wounded.",1,1953,556
"Libya","2018-04-03",2018,"Battle-No change of territory","Tabu Ethnic Militia (Libya)","Awlad Suleiman Ethnic Militia (Libya)","Northern Africa","Sabha",27.0377,14.4283,"Alwasat","National","On April 3, one Awlad Suleiman militiaman was killed and two others wounded amidst clashes with Tebu militiamen in Sebha.",1,1953,556
"Libya","2018-05-30",2018,"Remote violence","DPF: Derna Protection Force","Civilians (Libya)","Northern Africa","Darna",32.767,22.6367,"Xinhua","International","On May 30, eight civilians were killed in the area of the western entrance of Derna by the explosion of IEDs planted by DPF militiamen to hinder advances by LNA forces.",8,1953,556
"Libya","2018-05-08",2018,"Battle-No change of territory","Military Forces of Libya (2014-) Haftar Faction","Islamic State (Libya)","Northern Africa","Wadi Umm al Qindil",30.9274,17.7463,"Alwasat","Subnational","On May 8, LNA forces discovered an abandoned explosives-laden vehicle in the area of Umm al-Qandil which they detonated at the site, after they tracked down the Islamic State militant who had abandoned the vehicle and shot him dead, the militant had earlier killed the son of a shepherd in the area.",1,1953,556
"Libya","2018-05-31",2018,"Battle-No change of territory","Brigades for the Defence of Benghazi","Military Forces of Libya (2014-) Haftar Faction","Northern Africa","Tamanhint",27.2077,14.6274,"Libya Herald; Libya Observer; Fezzan Libya Org","Local-Subnational","On May 31, forces believed BDB supported by Chadian rebels or Tebu militiamen attacked an took swift control of the Tamanhint air base, the LNA air force carried out airstrikes and in coordination with ground forces were the attackers forced to withdraw. One LNA militiaman was killed, four wounded and two others reported to have gone missing.",1,1953,556
"Libya","2018-03-24",2018,"Remote violence","Military Forces of the United States","AQIM: Al Qaeda in the Islamic Maghreb","Northern Africa","Ubari",26.5921,12.7805,"Menastream; Agence France Presse; Al Arabiya; Xinhua","Subnational-International","On March 24, a U.S. drone strike targeted a house harboring AQIM and Al-Mourabitoun militants in Ubari, at least two militants were killed and at least one wounded.",2,1953,556
"Libya","2018-01-07",2018,"Remote violence","BRSC: Shura Council of Benghazi Revolutionaries","Military Forces of Libya (2014-) Haftar Faction - Saiqa Forces","Northern Africa","Benghazi",32.1177,20.1293,"Al Wasat","National","Two Saiqa soldiers died as they stepped on landmines in Central Benghazi. Landmines are remnants of the activities of BRSC militants.",2,1953,556
"Libya","2018-06-06",2018,"Battle-Government regains territory","Military Forces of Libya (2014-) Haftar Faction","DPF: Derna Protection Force","Northern Africa","Darna",32.767,22.6367,"Alwasat","Subnational-National","On June 6, the LNA captured the Ambakh neighborhood of Derna, while DPF claimed to have killed and wounded tens. Unknown fatalities coded as 10.",10,1953,556
"Libya","2018-07-25",2018,"Remote violence","Military Forces of France","AQIM: Al Qaeda in the Islamic Maghreb","Northern Africa","Ubari",26.5921,12.7805,"Airwars; Menastream; Libya Observer","Subnational-International","On July 25, a presumed French aircraft carried out an airstrike against a vehicle at a farm in Ubari targeting presumed AQIM commanders, at least one was killed and another wounded.",1,1953,556
"Libya","2018-01-29",2018,"Remote violence","BRSC: Shura Council of Benghazi Revolutionaries","Civilians (Libya)","Northern Africa","Benghazi",32.1177,20.1293,"Xinhua News","International","Three children were killed as they stepped on a mine in Benghazi. Landmines are remnants of the activities of the BRSC in the city.",3,1953,556
"Libya","2018-05-25",2018,"Battle-No change of territory","Military Forces of Libya (2014-) Haftar Faction","Military Forces of Libya (2014-) Haftar Faction","Northern Africa","Ras Ubaydah",32.1076,20.0832,"Libya Observer","Subnational","On May 25, an alleged dispute between Haftar militiamen, including popular fighter Ezzo Raslan, led to gunfire and a grenade, triggering tge explosion of a vehicle loaded with ammunition and explosives in downtown Benghazi. At least 7 people killed and a dozen wounded.",7,1953,556
"Libya","2018-05-28",2018,"Battle-Government regains territory","Military Forces of Libya (2014-) Haftar Faction","DPF: Derna Protection Force","Northern Africa","Darna",32.767,22.6367,"Maghreb Emergent; Derna Khat al-Ahmar (Telegram Messaging Application in Arabic","Local-Regional","On May 28, it was announced that LNA forces had seized the western port of Derna from DPF militiamen, at least one civilian was killed and several others wounded by mortar or artillery fire.",1,1953,556
"Libya","2018-03-25",2018,"Battle-No change of territory","Unidentified Armed Group (Libya)","Military Forces of Libya (2014-) Haftar Faction - Saiqa Forces","Northern Africa","Al Kuwayfyah",32.2,20.1833,"Alwasat","National","On March 25, the body of a member of LNA special forces was found in the area of Ayn Zayyana, north of Benghazi, the individual had been assassinated with a gunshot to the neck.",1,1953,556
"Libya","2018-01-10",2018,"Battle-No change of territory","Military Forces of Libya (2014-) Haftar Faction","MSJI: Saharan Sons for Islamic Justice Movement","Northern Africa","Sabha",27.0377,14.4283,"Al Wasat","National","A leader of the Algerian Saharan Sons for Islamic Justice Movement was reportedly killed by an attack on his convoy by military forces in Sabha.",1,1953,556
"Libya","2018-01-10",2018,"Remote violence","BRSC: Shura Council of Benghazi Revolutionaries","Civilians (Libya)","Northern Africa","Benghazi",32.1177,20.1293,"Al Wasat","National","A civilian died as he stepped on a landmine in Benghazi. Landmines are remnants of the activities of BRSC militants.",1,1953,556
"Libya","2018-01-15",2018,"Battle-No change of territory","JEM: Justice and Equality Movement","Military Forces of Libya (2014-) Haftar Faction","Northern Africa","Al Jaghbub",29.743,24.5176,"Libya Herald","National","Sudanese rebels from the Justice and Equality movement killed six Libyan National Army (LNA) soldiers and captured another near Jaghboub Oasis.",6,1953,556
"Libya","2018-01-30",2018,"Remote violence","BRSC: Shura Council of Benghazi Revolutionaries","Civilians (Libya)","Northern Africa","As Sabiri al Gharbi",32.1358,20.0785,"Al Wasat","National","Three civilians were injured as they stepped on a landmine in Sidi Akhribesh, Benghazi. Landmines are remnants of the activities of the BRSC in the city.",3,1953,556
"Libya","2018-04-23",2018,"Remote violence","BRSC: Shura Council of Benghazi Revolutionaries","Civilians (Libya)","Northern Africa","As Sabiri al Gharbi",32.1358,20.0785,"Alwasat","National","On April 23, a civilian was killed by the explosion of a landmine in the Sabri area of Benghazi, the landmine was most likely a remnant of explosive devices planted by BRSC militants.",1,1953,556
"Libya","2018-05-22",2018,"Battle-No change of territory","Islamic State (Libya)","Military Forces of Libya (2014-) Haftar Faction","Northern Africa","Ajdabiya",30.7555,20.2263,"Agence France Presse; Anadolu Agency; Alwasat; Associated Press; Amaq; Nashir (Telegram messaging application in Arabic)","Other-International","On May 22, an Islamic State suicide bomber detonated an SVBIED against the Gate 60 checkpoint south of Ajdabiya, killing at least two LNA militiamen and wounding two others.",2,1953,556
"Libya","2018-07-14",2018,"Battle-No change of territory","Abu Shayfa Clan Militia (Libya)","Baba Clan Militia (Libya)","Northern Africa","Sabha",27.0377,14.4283,"Alwasat; Sada Zawiyah (Facebook in Arabic)","Local-Subnational","On July 14, a civilian was killed while attempting to intervene amidst clashes between two clans in the Gardha area of Sebha.",1,1953,556
"Libya","2018-06-06",2018,"Violence against civilians","Islamic State (Libya)","Civilians (Libya)","Northern Africa","Waddan",29.1614,16.139,"Menastream; Amaq (Telegram messaging application in Arabic)","Other-Local","On June 6, Islamic State militants set up a fake checkpoint on the road between Waddan and Zillah and assassinated two Sirte residents who they claimed were LNA soldiers.",2,1953,556
"Libya","2018-04-04",2018,"Battle-No change of territory","Shura Council of Darnah Mujahidin","Military Forces of Libya (2014-) Haftar Faction","Northern Africa","Jawf az Zahr al Ahmar",32.0625,23.0934,"Libya Observer","Subnational","On April 4, MSCD Islamists and LNA militiamen clashed in Dhahr al-Ahmar, south of Derna, leaving two LNA militiamen killed and another wounded.",2,1953,556
"Libya","2018-02-04",2018,"Remote violence","Unidentified Armed Group (Libya)","Civilians (Libya)","Northern Africa","Sabha",27.0377,14.4283,"Fezzan Libya Org","Subnational","A civilian was killed and another wounded by mortar shelling in the Karama neighborhood of Sebha.",1,1953,556
"Libya","2018-04-13",2018,"Violence against civilians","Unidentified Armed Group (Libya)","Civilians (Libya)","Northern Africa","Sabha",27.0377,14.4283,"Menastream","Other","On April 13, unknown gunmen opened fire against a vehicle and killed a civilian in Sebha.",1,1953,556
"Libya","2018-04-12",2018,"Violence against civilians","Unidentified Armed Group (Libya)","Civilians (Libya)","Northern Africa","Sabha",27.0377,14.4283,"Menastream","Other","On April 12, unknown gunmen opened fire against cars in Sebha, one civilian was killed and three others wounded.",1,1953,556
"Libya","2018-02-21",2018,"Battle-No change of territory","Special Deterrence Forces","Unidentified Armed Group (Libya)","Northern Africa","Al Mayah",32.8019,12.8792,"Xinhua","International","The Special deterrent force raided the headquarters of a criminal gang established at a commercial bank in the Maya area of Zawiya. Several gunmen were killed in the clashes and others arrsted. Unknown number of fatalities coded as 10.",10,1953,556
"Libya","2018-03-19",2018,"Battle-No change of territory","Shura Council of Darnah Mujahidin","Military Forces of Libya (2014-) Haftar Faction","Northern Africa","Wadi al-Naqah",32.798,22.5631,"Menastream","Subnational","On March 19, combatants of the Mujahideen shura council Derna raided an LNA position in the area of Wadi al-Naga, on the road between Derna and Karasa, killing two militiamen and wounding a third, vehicles were also destroyed, and a tank and a technical with an anit-aircraft gun mounted seized.",2,1953,556
"Libya","2018-06-05",2018,"Battle-No change of territory","DPF: Derna Protection Force","Military Forces of Libya (2014-) Haftar Faction","Northern Africa","Darna",32.767,22.6367,"Alahed (Telegram messaging application in Arabic)","Other-Local","On June 5, heavy clashes raged between DPF and LNA militiamen in Derna, DPF damaged and destroyed several LNA vehicles and sniped a number of LNA fighters, while residential areas saw intense LNA shellings, at least one civilian was killed in the crossfire.",1,1953,556
"Libya","2018-02-25",2018,"Battle-No change of territory","Awlad Suleiman Ethnic Militia (Libya)","Tabu Ethnic Militia (Libya)","Northern Africa","Sabha",27.0377,14.4283,"BBC Monitoring; Xinhua","International","Continued clashes in Sebha between Awlad Suleiman and Tebu militias. Two civilians were killed and another wounded.",2,1953,556
"Libya","2018-01-27",2018,"Remote violence","BRSC: Shura Council of Benghazi Revolutionaries","Military Forces of Libya (2014-) Haftar Faction","Northern Africa","Benghazi",32.1177,20.1293,"Al Wasat","National","A soldier died as he was stepping on a landmine in Central Benghazi. Landmines are remnants of the activities of the BRSC.",1,1953,556
"Libya","2018-05-12",2018,"Remote violence","DPF: Derna Protection Force","Military Forces of Libya (2014-) Haftar Faction","Northern Africa","Jawf az Zahr al Ahmar",32.0625,23.0934,"Menastream","Other-Local","On May 12, the Derna protection force killed four LNA militiamen and wounded others by detonation of two IEDs targeting military vehicles including a tank in the area of al-Hila, south of Derna.",4,1953,556
"Libya","2018-02-12",2018,"Battle-No change of territory","Unidentified Armed Group (Mali)","Military Forces of Libya (2014-) Border Guards","Northern Africa","Sabha",27.0377,14.4283,"Alwasat","National","A member of the 456 Brigade (Ubari Peacekeeping Brigade) was shot dead by a sniper at the southern entrance of Sebha.",1,1953,556
"Libya","2018-05-05",2018,"Remote violence","Unidentified Armed Group (Libya)","Civilians (Libya)","Northern Africa","Sabha",27.0377,14.4283,"Alwasat","National","On May 5, several mortar shells fell in the Qurdha area of Sebha two fell near a school while one hit a civilian home and killed two",2,1953,556
"Libya","2018-05-08",2018,"Battle-No change of territory","Military Forces of Libya (2014-) Haftar Faction","Shura Council of Darnah Mujahidin","Northern Africa","Darna",32.767,22.6367,"Libya Herald","Subnational","On May 8, MSCD and LNA militiamen clashed in Derna with one civilian killed in the crossfire.",1,1953,556
"Libya","2018-05-02",2018,"Battle-No change of territory","Islamic State (Libya)","Police Forces of Libya (2016-)","Northern Africa","Ghot Alshaal",32.8493,13.0902,"Libya Herald; Libya Observer; Alwasat","Subnational","On May 2, at least two Islamic State militants attacked the Higher National Electoral Commission (HNEC) headquarters in Ghut al-Shaal, Tripoli, the attackers first shot dead several security guards and forced their way through in to the headquarters and detonated their explosive vests, at least 14 people including security guards, HNEC personnel and civilians were killed in the attack and 6 others wounded. Islamic State claimed responsibility and acknowledged that two individuals carried out the attack.",16,1953,556
"Libya","2018-01-04",2018,"Violence against civilians","Unidentified Armed Group (Libya)","Civilians (Libya)","Northern Africa","Al Abyar",32.1913,20.5967,"Al Wasat","National","An independent candidate for the upcoming parliamentary elections in Libya, Salah al-Qatrani, was killed by unindentified gunmen in al-Abyar.",1,1953,556
"Libya","2018-01-23",2018,"Remote violence","Unidentified Armed Group (Libya)","Civilians (Libya)","Northern Africa","As Salmani al Gharbi",32.1134,20.091,"Libya Herald, AFP English","National-international","At least 41 people died and scores were wounded after two car bombings outside a mosque frequented by Madkhalists aligned with LNA leader Haftar.",41,1953,556
"Libya","2018-05-09",2018,"Violence against civilians","Unidentified Armed Group (Libya)","Civilians (Libya)","Northern Africa","Sabha",27.0377,14.4283,"Alwasat","National","On May 9, unknown gunmen shot dead a student in Sebha, while a teacher escaped after being targeted by gunfire.",1,1953,556
"Libya","2018-03-02",2018,"Battle-No change of territory","Awlad Suleiman Ethnic Militia (Libya)","Tabu Ethnic Militia (Libya)","Northern Africa","Sabha",27.0377,14.4283,"Libya Herald","Subnational","Five Awlad Suleiman militiamen were killed while attacking a Tebu militia position in Sebha.",5,1953,556
"Libya","2018-05-28",2018,"Battle-No change of territory","DPF: Derna Protection Force","Military Forces of Libya (2014-) Haftar Faction","Northern Africa","Jawf az Zahr al Ahmar",32.0625,23.0934,"Derna Khat al-Ahmar (Telegram messaging application in Arabic)","Other-Local","On May 28, DPF militiamen ambushed and killed six LNA militiamen in Dhahr al-Ahmar.",6,1953,556
"Libya","2018-01-14",2018,"Remote violence","BRSC: Shura Council of Benghazi Revolutionaries","Police Forces of Libya (2016-)","Northern Africa","Benghazi",32.1177,20.1293,"Al Wasat","National","One policeman died as he stepped on a landmine in Central Benghazi. Landmines are remnants of the activities of the BRSC.",1,1953,556
